name,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month
LUXURY 2 BEDROOM 2BH Penthouse DOWNTOWN | LOOP |,41.88577368,-87.63093629,Entire home/apt,272,30,0,,
Spacious 1br by Milllennium Park,41.88161341,-87.62809227,Entire home/apt,160,2,144,27/04/2017,6.92
COZY STUDIO IN TOP LOCATION FOR THE BEST PRICE,41.88871254,-87.62323549,Entire home/apt,100,3,1,19/03/2017,0.57
BUSINESS OASIS 5*AMENITIES 24/7 GYM + Mariano's,41.88616976,-87.61609909,Entire home/apt,131,30,3,09/11/2016,0.24
Luxury Downtown Studio w/river view,41.88861948,-87.62155487,Private room,98,2,4,02/04/2017,1.48
MODERN 1br/1ba CORNER UNIT w VIEWS!,41.88764826,-87.61734135,Entire home/apt,149,6,0,,
(Z05B) Downtown convenience with suburban price,41.8698849,-87.62639109,Private room,55,3,0,,
Modern 1BR apartment/ Downtown Chicago,41.88697673,-87.62214909,Entire home/apt,100,2,1,26/03/2017,0.65
Crash at the bean! NYC-style efficiency for one,41.88347122,-87.62683996,Entire home/apt,25,1,53,07/05/2017,5.25
"Luxury Apt | Great Location | Indoor Pool, Hot Tub",41.8715571,-87.63205368,Entire home/apt,120,30,0,,
TOP ONE LOCATION ELEGANT 1 BDR |WASHER/DRYER| POOL,41.88746281,-87.61613548,Entire home/apt,120,30,0,,
Awesome Lofted Room in the heart of Downtown!,41.88148772,-87.62486037,Private room,60,2,152,01/05/2017,4.62
TOP VIEWS from LOOP 2br/2ba CONDO,41.88561943,-87.63279196,Entire home/apt,220,9,5,22/10/2016,0.25
LOCATION - VIEWS - 24/7 GYM | Pool,41.88635506,-87.61786653,Entire home/apt,147,28,3,23/10/2016,0.28
Beautiful Studio in the Loop. Amazing Location!,41.88260511,-87.62462787,Entire home/apt,110,1,57,23/04/2017,7.34
LUXURY LOOP TOWER 1BR W VIEWS,41.88655045,-87.63220772,Entire home/apt,164,21,2,19/12/2015,0.12
Luxury Apartment in the heart of Chicago Loop!,41.88782963,-87.62260167,Entire home/apt,130,5,7,30/04/2017,1.63
Amazing Value and Best location!,41.87224999,-87.62720799,Entire home/apt,160,1,0,,
Cozy Studio Steps from Millennium Park,41.88451103,-87.62362379,Entire home/apt,100,1,40,07/05/2017,3.08
Downtown Living,41.87264453,-87.6277481,Entire home/apt,99,2,9,17/04/2017,4.58
1Br+ Unsurpassed Views and comfort,41.8876004,-87.61942516,Entire home/apt,160,14,0,,
Fully Furnished 1 BDR in the loop! Chicago 4,41.88261832,-87.63506602,Entire home/apt,100,30,9,23/03/2017,1.33
MOST DESIRE LOCATION 2 Bedrooms  MILLENNIUM PARK,41.88543416,-87.62445669,Entire home/apt,200,58,0,,
Spacious 2br/2bath with picture perfect city views,41.87316982,-87.63221975,Entire home/apt,200,2,8,07/05/2017,1.67
SOPHISTICATED SPACIOUS EXCLUSIVE PENTHOUSE w/ POOL,41.88730511,-87.63264519,Entire home/apt,250,30,2,25/07/2016,0.10
Modern luxury downtown apartment 1br/1br,41.88486054,-87.62637739,Entire home/apt,150,4,2,25/02/2017,0.44
DOWNTOWN! TOP LOCATION! BEST PRICE! -B2,41.88320385,-87.62331191,Private room,31,3,6,19/03/2017,0.88
Sweet Home in the Loop & Private Bath,41.88341383,-87.63144638,Private room,129,1,21,06/05/2017,4.04
Fully Furnished 1 BDR in the loop! Chicago 3,41.88407962,-87.63369685,Entire home/apt,109,30,3,21/04/2017,0.45
SLEEK 2 BR IN DOWNTOWN HIGH RISE!,41.88534142,-87.62491903,Entire home/apt,250,1,180,21/04/2017,4.04
GREAT LOCATION SPECTACULAR VIEWS + BALCONY,41.88624608,-87.61791387,Entire home/apt,120,30,21,03/09/2016,0.57
Downtown - Luxurious  Shared Master BR in 2BR Apt,41.88741348,-87.61843636,Private room,135,2,6,21/03/2017,0.62
INCREDIBLE VIEWS w/BALCONY MODERN w/POOL /GYM,41.88707149,-87.61621854,Entire home/apt,115,30,0,,
Heart of Downtown 2BR - Millennium Park (3607),41.88425463,-87.62488047,Entire home/apt,173,2,29,04/05/2017,6.40
ICONIC CHICAGO SKYSCRAPER.  1BR LUX,41.88685331,-87.62043983,Entire home/apt,154,10,8,07/05/2017,0.41
Michigami | Spacious Studio in the Loop,41.88588492,-87.61562188,Entire home/apt,156,2,0,,
Downtown / Loop 2BR Condo - Magnificent Mile -3807,41.88455219,-87.62624521,Entire home/apt,154,2,33,03/05/2017,7.44
"LUXURY STAY IN MILLENNIUM PARK, FREE PARKING!",41.88614529,-87.61466061,Entire home/apt,89,1,0,,
"Luxury 2 BR Downtown Chicago in a modern Bldg,Loop",41.88360125,-87.62667359,Entire home/apt,299,4,6,02/12/2016,0.62
Amazing Studio in the heart of Downtown Chicago,41.88401699,-87.62663137,Entire home/apt,90,1,41,23/04/2017,8.48
Downtown Chicago with everything you needed!!!,41.87196055,-87.62794605,Entire home/apt,230,2,0,,
Modern Getaway in Historic Printers Row,41.87433656,-87.62983086,Private room,90,2,29,02/05/2017,4.53
Best Location&View MAG MILE Luxury,41.88576741,-87.62095995,Entire home/apt,150,30,5,27/05/2016,0.14
Amazing apt in the loop,41.88623661,-87.6261647,Private room,120,10,3,04/09/2016,0.25
Impeccably Designed Apartment LOOP,41.8864447,-87.63253539,Entire home/apt,155,30,1,08/12/2016,0.19
GREAT LOCATION 2BD 2BH Incredible Views POOL / SPA,41.88788383,-87.61566401,Entire home/apt,204,13,1,02/05/2016,0.08
(Z05A) Downtown convenience with suburban price,41.87135981,-87.62526754,Private room,55,3,0,,
LOCATION Urban Luxury BEST VIEW Business Oasis,41.886315,-87.61828321,Entire home/apt,150,30,4,19/10/2015,0.19
DOWNTOWN 2 BEDROOM - MASTER SUITE BATH | HOT-TUB,41.87179729,-87.62744589,Entire home/apt,114,30,4,06/12/2016,0.55
Modern Apartment in Heart of the Theater District,41.88841642,-87.62290336,Entire home/apt,100,2,50,30/04/2017,8.67
(05B) Downtown convenience with suburban price,41.87158757,-87.62591572,Private room,55,3,4,28/07/2016,0.35
"IBR ICONIC BUILDING, PRIV BALCONY!",41.88595166,-87.62120737,Entire home/apt,199,20,3,22/03/2017,0.22
Lakeside Sailboat --on a dock!,41.88663621,-87.61073624,Entire home/apt,92,1,17,10/10/2016,1.65
Millennium Park Paradise for 6 [Lincoln],41.88186233,-87.62548103,Entire home/apt,102,1,40,07/05/2017,5.53
NEXT TO MILLENIUM PARK/CHICAGO BEAN/ART MUSEUM -B1,41.88276047,-87.6246437,Private room,31,3,2,30/04/2017,0.31
DOWNTOWN. LOWEST PRICE FOR THE BEST LOCATION! - B3,41.88195036,-87.62413177,Private room,29,3,11,27/02/2017,0.93
MODERN SKYSCRAPER /CITY VIEW,41.88547897,-87.6326286,Entire home/apt,168,30,4,17/03/2016,0.14
Steps from Downtown & Next to Millennium Park!,41.86796815,-87.62001429,Entire home/apt,149,2,39,01/05/2017,6.09
1bed/1bath APT in Downtown Chicago,41.88802155,-87.62199852,Entire home/apt,140,1,3,08/04/2017,1.50
LAKESHORE EAST 1 BED MILLENNIUM PARK CLEAN|POOL,41.88709221,-87.6158601,Entire home/apt,98,30,1,04/05/2017,1.00
Sunny One Bedroom Loft South Loop,41.87306899,-87.63047266,Entire home/apt,149,1,26,23/04/2017,2.04
Beautifully Furnished Gallery Style Loft Downtown,41.87595248,-87.63093777,Entire home/apt,145,3,11,11/04/2017,1.14
Easy ride to the games!,41.88721297,-87.61710158,Shared room,200,2,9,01/08/2016,0.73
(03A) Private Apartment Steps From Grant Park,41.8718152,-87.62492815,Entire home/apt,55,3,0,,
1BD+ 1BA in Luxury Timber Loft,41.87248041,-87.63013787,Private room,195,1,67,08/02/2017,2.03
Great apartment near Block 37,41.88339792,-87.6336716,Entire home/apt,119,5,0,,
SLEEK 1BR CONDO MODERN|LUXURY CONDO,41.88626973,-87.63050928,Entire home/apt,150,25,0,,
Sun Drenched Cozy Room close to CTA,41.86843281,-87.62555947,Private room,70,1,13,26/04/2017,1.71
Gorgeous Downtown apartment in Chicago!!!,41.88330519,-87.62567726,Entire home/apt,250,2,13,26/04/2017,1.48
Millennium Park Private bd/bth,41.88354986,-87.62592524,Private room,55,1,155,08/05/2017,6.40
Stunning Downtown High Rise!,41.87189936,-87.63172682,Entire home/apt,200,2,58,27/03/2017,1.90
Best Location Amazing View MAG MILE,41.88643483,-87.62009762,Entire home/apt,164,55,18,16/08/2015,0.41
NEW 2BEDROOM 2BATHROOM GREAT LOCATION POOL|HOT-TUB,41.87207378,-87.62998846,Entire home/apt,133,30,2,02/08/2016,0.09
"Modern Condo in Printers Row ""Temporary Discount""",41.87429822,-87.62785331,Entire home/apt,65,1,44,06/05/2017,11.48
Luxury Downtown Getaway w/ Instagram Worthy Views,41.88430147,-87.6267276,Entire home/apt,100,2,45,26/04/2017,8.94
Downtown Dockside,41.88638943,-87.61149973,Entire home/apt,110,1,0,,
Beautiful One Bedroom Right By the River,41.8873594,-87.61989197,Entire home/apt,165,7,0,,
Lake Effect | Stunning Studio in the Loop,41.88574069,-87.61451479,Entire home/apt,143,2,5,06/05/2017,4.17
Cozy Convertible With Amazing View,41.88699216,-87.61564526,Entire home/apt,134,30,4,26/03/2017,0.71
Fully Furnished 1 BDR in the loop! Chicago 1,41.88239182,-87.63327129,Entire home/apt,129,30,4,15/04/2017,0.61
Unique Loft Experience Convenient To McCormick Pl,41.87511166,-87.63154313,Entire home/apt,300,1,0,,
Hotel Blake in Chicago,41.87561964,-87.63065881,Entire home/apt,299,2,0,,
LUX LOOP TOWER - VIEW! Sleeps 5,41.8868166,-87.63212502,Entire home/apt,176,21,0,,
Stylish City Center 2 Bedroom,41.88533434,-87.62366956,Entire home/apt,399,2,6,07/05/2017,3.53
(06B) Downtown convenience with suburban price,41.87218788,-87.62466958,Private room,55,3,4,01/08/2016,0.37
"Modern Lux w/ HOT TUB, GYM, SKYPARK",41.88543281,-87.6268777,Entire home/apt,75,2,13,28/04/2017,1.83
"MONTLY RENTAL WINTER SPECIAL - DISCOUNT |POOL, GYM",41.87347,-87.63176771,Entire home/apt,159,10,1,23/11/2016,0.18
"Large room, luxury apartment, with a view on river",41.88723989,-87.61924997,Private room,49,2,0,,
"LUXURY Condo in LOOP Chicago, Female& Couple only!",41.88559407,-87.61930692,Private room,189,2,6,19/03/2017,0.68
Printers Row with great roof views,41.87005318,-87.62542049,Private room,115,1,4,20/03/2017,0.69
(01A) Apartment Steps From Chicago's Grant Park,41.87052775,-87.6248299,Private room,55,3,1,31/07/2016,0.11
Modern High Rise Apartment Downtown,41.88585218,-87.61648078,Entire home/apt,205,9,0,,
Downtown Chicago Loft Apartment,41.87994087,-87.63482829,Entire home/apt,189,1,10,02/05/2017,1.53
Sleep 8 at The Bean! (5d),41.88271039,-87.62534574,Entire home/apt,199,1,55,06/05/2017,5.43
1BR LUX in Loop. Excellent spot!,41.88678808,-87.6323973,Entire home/apt,110,21,0,,
Room in a luxury apartment - Chicago downtown,41.88688922,-87.61745102,Private room,60,2,0,,
Stunning lakeside apt next to Millennium Park,41.88735561,-87.61716961,Entire home/apt,350,1,7,14/12/2016,0.95
Downtown Chicago Loft Apartment,41.87497436,-87.63132695,Private room,134,1,44,04/05/2017,3.58
"Modern Space, Historic Neighborhood",41.8742522,-87.6292575,Private room,88,2,0,,
PREMIUM EXCLUSIVE 2 BEDROOM 2 BATH POOL HOT-TUB,41.87246347,-87.63056301,Entire home/apt,131,30,1,28/01/2017,0.29
Fully Furnished 1 BDR in the loop! Chicago 2,41.88322755,-87.63463034,Entire home/apt,139,30,8,16/03/2017,1.13
BEST Apartment In the Heart of Downtown,41.88845571,-87.62360424,Entire home/apt,125,2,0,,
LAKESHORE MILLENNIUM PARK IV,41.88708941,-87.61797131,Entire home/apt,334,3,28,30/12/2016,1.11
LAKESHORE MILLENNIUM PARK I,41.88640319,-87.61949005,Entire home/apt,334,3,75,11/04/2017,1.96
BEST VIEWS !!! Millennium Park 2 BEDROOM - BALCONY,41.88747374,-87.61561707,Entire home/apt,300,30,1,11/09/2016,0.12
Smart Home in Stellar Location,41.86838328,-87.62077703,Entire home/apt,250,2,30,08/05/2017,2.64
Convenient cozy historic apartment,41.86855836,-87.62523604,Entire home/apt,180,1,0,,
Crash at the BEAN - Sleeps 3!,41.88253731,-87.62650537,Entire home/apt,75,1,41,30/04/2017,5.80
(Z04B) Downtown convenience with suburban price,41.87007084,-87.62596389,Shared room,55,3,0,,
"LAKESHORE & MILLENNIUM LUXURY STAY, FREE PARKING",41.88720966,-87.61613644,Entire home/apt,89,1,0,,
Crash at the BEAN - Sleeps 2!,41.88249524,-87.6262551,Entire home/apt,49,1,9,03/05/2017,4.35
Views of the city 1 bedroom. Very exotic,41.87044972,-87.63077306,Entire home/apt,210,1,1,23/04/2017,1.00
New Apt in the Heart of Chicago Cool /South Loop,41.8691801,-87.63136513,Entire home/apt,199,2,4,07/05/2017,0.42
HIGH RISE IN DOWNTOWN Chicago -  $40 OF COUPON,41.87793982,-87.62465301,Private room,29,3,159,05/05/2017,2.66
Modern Luxury Apartment with Private Bath,41.88151175,-87.62530054,Private room,129,1,3,07/04/2017,1.53
Beautiful Downtown High Rise Condo Millennium Park,41.88519007,-87.62515022,Entire home/apt,225,1,0,,
Stunning South Loop Condo w/ Amazing City Views!!!,41.87190399,-87.62685631,Entire home/apt,149,3,18,25/04/2017,2.19
MILLENNIUM PARK. GORGEOUS ROOM ON THE LOOP- B4,41.88256331,-87.62461258,Private room,19,3,15,23/04/2017,1.27
Modern Loop/River North Apt. 1 BDR Great Building,41.88574865,-87.62447665,Entire home/apt,399,2,5,06/05/2017,1.58
Expansive views. ICONIC BUILDING.,41.88740276,-87.62163521,Entire home/apt,200,20,7,09/04/2017,0.47
1bdr in the loop,41.88736019,-87.61603254,Entire home/apt,132,2,0,,
Zen Oasis: 3 Room Master Suite,41.87631634,-87.62781992,Private room,124,90,35,20/11/2015,0.77
2BEDROOM 2BATHROOM MILLENNIUM PARK POOL LOCATION!!,41.88440909,-87.62475407,Entire home/apt,240,30,0,,
3 BR2 Full Bath Downtown w/ Great Amenities,41.8702807,-87.62489475,Private room,60,7,2,30/12/2016,0.30
Palace in the Sky,41.88340951,-87.63367332,Private room,299,1,0,,
Apartment Right in front of Millennium park!!!,41.88262594,-87.62558711,Entire home/apt,115,2,0,,
ICONIC Corner 1BR + Galley Kitchen!,41.88729331,-87.6192438,Entire home/apt,140,30,0,,
"Levitated Lux w/ HOT TUB TIME MACHINE, GYM, POOL",41.88740547,-87.61747044,Entire home/apt,159,3,10,23/04/2017,5.00
NEW - CLEAN - CORPORATE HOSUING LUX,41.88781492,-87.61645662,Entire home/apt,157,25,0,,
LUXURY 2 BEDROOM 2 BATHROOM 3 BEDS,41.88778944,-87.61616517,Entire home/apt,217,30,1,04/04/2016,0.07
Sleep 10 at The Bean! (3i),41.88275852,-87.62495701,Entire home/apt,199,1,49,30/04/2017,4.82
Sleep 10 at The Bean! (4c),41.88345815,-87.62643099,Entire home/apt,215,1,51,02/05/2017,5.02
1BR ICONIC Chicago Skyscraper,41.88768792,-87.61901611,Entire home/apt,121,30,1,14/02/2016,0.07
LUX LOOP TOWER: DOWNTOWN CHICAGO,41.88707841,-87.63171609,Entire home/apt,116,21,5,05/03/2017,0.35
"2 Bed/2 Bath Luxury Condo in South Loop, Chicago",41.86828716,-87.62592336,Entire home/apt,200,2,3,12/03/2017,0.40
"Equipped 2BD Downtown w/ HOT TUB, GYM, SKYPARK",41.88649214,-87.62706971,Entire home/apt,95,2,18,15/04/2017,1.86
Wonderful 1br right by Millennium Park,41.88345429,-87.62907102,Entire home/apt,200,1,49,21/04/2017,4.59
Sleep 10 at The Bean! (5i),41.88384992,-87.62539991,Entire home/apt,199,1,46,07/05/2017,4.54
Stay Literally Feet from the Bean!,41.88397986,-87.62566623,Entire home/apt,39,1,12,07/05/2017,5.45
Cloud Cover | Two Bedroom High Rise in the Loop,41.88515583,-87.61553623,Entire home/apt,244,2,0,,
(01B) Downtown convenience with suburban price.,41.87027893,-87.62595857,Private room,55,3,0,,
Amazing location in downtown Chicago - QUEEN BED,41.88595676,-87.62519035,Private room,130,1,5,04/03/2017,0.70
Millennium Park Paradise for 8 [Ontario],41.88274411,-87.6254937,Entire home/apt,225,1,11,25/04/2017,4.65
Luxury Home South Loop,41.86991317,-87.62855737,Entire home/apt,200,3,19,30/04/2017,0.45
Room in Extremely Convenient Downtown Location,41.88414225,-87.62662135,Private room,95,3,10,13/02/2017,1.21
Luxury Apartment in Heart of Chicago,41.88347864,-87.62425608,Private room,129,2,4,07/05/2017,2.11
Spacious Downtown LOOP Studio - Sleeps 3,41.88614188,-87.6256742,Entire home/apt,62,1,1,13/11/2016,0.17
PENTHOUSE VIEWS from LAKESHORE EAST,41.88625535,-87.61612588,Entire home/apt,160,7,1,07/10/2016,0.14
LAKESHORE EAST 1 BED MILLENNIUM PARK LOCATION +SPA,41.88617663,-87.61626067,Entire home/apt,140,30,10,23/02/2017,0.30
Millennium Park Paradise for 6 [Grant],41.88359028,-87.6263514,Entire home/apt,98,1,28,27/04/2017,3.96
Corporate housing at LakeShoreEast,41.8874497,-87.61732084,Entire home/apt,350,30,2,22/04/2016,0.10
LAKESHORE MILLENNIUM PARK III,41.88708826,-87.62022676,Entire home/apt,334,3,41,07/04/2017,1.62
Studio in the Heart of Chicago,41.88846679,-87.62004495,Entire home/apt,109,3,12,07/05/2017,0.93
BUESNIESS EXECUTIVE |MODERN RIGHT BY AON |DOWNTOWN,41.88583657,-87.61587068,Entire home/apt,102,28,1,01/05/2016,0.08
Spacious Studio @ the Loop,41.88857364,-87.62089802,Entire home/apt,115,3,0,,
PRIVATE BEDROOM IN CHICAGO FLAT,41.75277943,-87.56166367,Private room,19,7,4,31/01/2017,0.19
Marion's Lair,41.76732932,-87.56804341,Private room,150,1,0,,
1 Bedroom Convenient South Shore Gem,41.76495837,-87.56712976,Entire home/apt,43,1,0,,
Cozy East Chicago home,41.76368428,-87.58153172,Entire home/apt,89,3,1,24/04/2017,1.00
PRIVATE STUDIO apartment near LAKE!,41.76689427,-87.56783284,Entire home/apt,70,2,1,01/01/2017,0.23
Beautiful South Shore Bungalow,41.75244878,-87.57388397,Private room,50,2,1,14/09/2016,0.13
Basement Room,41.76357501,-87.57244481,Private room,55,1,15,02/01/2017,1.28
"LAKEFRONT APT Near Golf, Hyde Park, UnivOfChicago",41.76271995,-87.56049958,Shared room,25,30,0,,
LAKEFRONT APT! Great for JACKSON PARK HOSP Interns,41.76214863,-87.55848182,Shared room,25,32,1,23/04/2017,1.00
"$350 Per Mo, Per Person! LAKEFRONT Location!",41.76215601,-87.56067442,Shared room,25,31,3,02/05/2017,0.26
Room with Shared Bathroom,41.76494876,-87.57170132,Private room,45,1,5,18/03/2017,0.66
Your own private Studio near  Lake.,41.76503799,-87.56652444,Entire home/apt,70,2,1,27/11/2016,0.18
MASTER BEDROOM IN CHICAGO CONDO,41.75282314,-87.5620128,Private room,19,7,7,22/04/2017,0.38
South Side Sunrise,41.77280896,-87.56776156,Private room,46,1,2,07/05/2017,2.00
Home away from home 1 bedroom space,41.77189581,-87.58962437,Entire home/apt,60,2,6,19/03/2017,0.72
PRIVATE RM near UofC or JACKSON PARK Hospital!,41.76351433,-87.56076239,Private room,25,32,2,19/08/2016,0.21
Luxurious dwelling blocks from lake,41.76103166,-87.57118479,Private room,109,1,14,15/10/2016,0.62
3BDRM FULLY FURNISHED CONDO,41.75421832,-87.56305637,Entire home/apt,49,7,0,,
PRIVATE STUDIO APT w/KITCHEN! NEAR LAKE & GOLF!,41.76534855,-87.56775773,Entire home/apt,70,2,3,03/04/2017,0.49
Beautiful & spacious living by Lake,41.76917826,-87.57060858,Entire home/apt,120,1,29,09/04/2017,4.05
Snug and Cozy Basement Room,41.76475792,-87.57370445,Private room,25,1,12,01/05/2017,2.26
Welcoming & Cozy  2/BDR & 1BA Condo,41.76365701,-87.59281777,Entire home/apt,92,1,43,01/05/2017,3.89
South Shore 2 Bedroom/2 Bath,41.76593546,-87.56585436,Entire home/apt,74,2,32,22/03/2017,1.42
Art Collector's Pied-a'-terre,41.77292719,-87.56951394,Entire home/apt,98,1,156,23/04/2017,4.30
Private bedroom in condo,41.75435487,-87.56177254,Private room,14,7,2,21/04/2017,0.79
"2 Cozy Bd Coach House,W/D, Piano-Mic-Drums-Techy",41.74260314,-87.54795077,Entire home/apt,51,3,5,24/04/2017,1.06
"$350 PER MOnth, PER PERSON - BUNK BED, FREE WiFI &",41.73916482,-87.56546966,Shared room,20,32,2,18/10/2016,0.28
"$350 PER MONTH, PER PERSON - BUNK BED, FREE WIFI &",41.73966688,-87.5639,Shared room,20,32,1,30/11/2016,0.19
Comfy Italiano 2a,41.74346244,-87.55888645,Private room,65,1,1,05/05/2017,1.00
"BUNK BED, FREE WIFI, KITCHEN and more...",41.73959754,-87.56409177,Shared room,20,32,1,24/09/2016,0.13
"$350 PER MON., PER PERSON -BUNK BED, FREE WIFI, &.",41.7394294,-87.5643077,Shared room,20,32,4,20/04/2017,0.50
"BUNK BED, FREE WIFI, KITCHEN & More!...",41.73964487,-87.56397309,Shared room,20,32,4,07/11/2016,0.52
"$350 PER MO., PER PERSON -BUNK BED / FREE WIFI &",41.73812771,-87.56415128,Shared room,20,32,2,18/12/2016,0.26
BEDROOMS FOR RENT,41.74237023,-87.55267434,Private room,50,1,0,,
"BuNK BED, KITCHEN, FREE WIFI & More.",41.73976248,-87.56511156,Shared room,20,32,0,,
Cozy Bed in a Coach House,41.74092158,-87.54753201,Private room,28,14,4,01/05/2017,3.64
Cozy Bed in a Coach House,41.74185504,-87.54781886,Private room,49,7,0,,
Detached 1Bdrm w/ Living Room!,41.7401305,-87.55134712,Private room,30,1,5,18/09/2016,0.46
My Artsy flat,41.72077391,-87.57855782,Entire home/apt,100,3,26,19/03/2017,1.16
SUBURBAN LOWER LEVEL w/PARKING & UBER,41.67069731,-87.65846166,Private room,35,1,3,15/10/2016,0.38
Cozy place by the lake,41.65723444,-87.54127953,Entire home/apt,108,1,4,27/11/2015,0.18
Comfy and Spacious Near Midway Airport,41.80850342,-87.75181491,Entire home/apt,80,1,17,09/05/2017,2.32
Graffiti Garden Room Bed & Bath,41.80494817,-87.75283815,Private room,45,1,25,10/01/2017,1.42
Red Room Loft Bed Shared Bath,41.80391959,-87.7517221,Private room,35,1,29,06/05/2017,2.60
New Remodeled 2BD 1BA Apartment in CHICAGO,41.8122941,-87.63141783,Entire home/apt,95,1,1,29/10/2016,0.15
All new remodeled 3 BD 2 BA house in CHICAGO IL,41.81255657,-87.63285117,Entire home/apt,155,1,1,25/04/2017,0.09
Luxury 4BD 3BA House CHICAGO,41.81283899,-87.63299378,Entire home/apt,550,2,0,,
Gorgeous Private Bedroom CHICAGO,41.795891,-87.63149809,Private room,42,1,0,,
Gorgeous Private Bedroom CHICAGO,41.81265654,-87.63183968,Private room,34,1,1,14/04/2017,1.00
Large Private Bedroom Close To Hyde Park,41.79553024,-87.63128722,Private room,42,1,0,,
Nice Bedroom & Bath Close To CTA Red Line,41.8129512,-87.6330959,Private room,34,1,0,,
2 TWINS / KING Private Bedroom CHICAGO,41.8121141,-87.6331732,Private room,37,1,0,,
King / 2 Twins Private Bedroom Close to Hyde Park,41.79694069,-87.63072108,Private room,42,1,0,,
